id,property,needs_translation,default,translated
1806,CONCEPT,u,Tsukamurella inchonensis,
221,CONCEPT,u,Tsukamurella paurometabola,
2430,CONCEPT,u,Tsukamurella pulmonis,
73,CONCEPT,u,Tsukamurella strandjordii,
2425,CONCEPT,u,Tsukamurella tyrosinosolvens,
1037,CONCEPT,u,Turicibacter,
416,CONCEPT,u,Turicibacter sanguinis,
158,CONCEPT,u,Ureaplasma,
2344,CONCEPT,u,Ureaplasma parvum,
1572,CONCEPT,u,Ureaplasma urealyticum,
3260,CONCEPT,u,Ureibacillus massiliensis,
2482,CONCEPT,u,Ustilago,
210,CONCEPT,u,Vaccinia virus,
1936,CONCEPT,u,Vagococcus,
2200,CONCEPT,u,Vagococcus fluvialis,
31,CONCEPT,u,Varicellovirus,
2339,CONCEPT,u,Variola virus,
2566,CONCEPT,u,Veillonella,
1987,CONCEPT,u,Veillonella atypica,
928,CONCEPT,u,Veillonella caviae,
2176,CONCEPT,u,Veillonella criceti,
64,CONCEPT,u,Veillonella dispar,
7,CONCEPT,u,Veillonella montpellierensis,
674,CONCEPT,u,Veillonella parvula,
1489,CONCEPT,u,Veillonella ratti,
2047,CONCEPT,u,Veillonella rodentium,
2688,CONCEPT,u,Venezuelan equine encephalitis virus,
3394,CONCEPT,u,Verruconis gallopava,
358,CONCEPT,u,Verticillium,
1919,CONCEPT,u,Vibrio,
2443,CONCEPT,u,Vibrio alginolyticus,
92,CONCEPT,u,Vibrio cholerae,
1352,CONCEPT,u,Vibrio cincinnatiensis,
3221,CONCEPT,u,Vibrio damselae,
175,CONCEPT,u,Vibrio fluvialis,
1016,CONCEPT,u,Vibrio furnissii,
2261,CONCEPT,u,Vibrio harveyi,
1267,CONCEPT,u,Vibrio metschnikovii,
2144,CONCEPT,u,Vibrio mimicus,
1526,CONCEPT,u,Vibrio parahaemolyticus,
2095,CONCEPT,u,Vibrio vulnificus,
521,CONCEPT,u,Virgibacillus,
3000,CONCEPT,u,Virgibacillus halodenitrificans,
2585,CONCEPT,u,Virgibacillus pantothenticus,
3096,CONCEPT,u,Virgibacillus salexigens,
2798,CONCEPT,u,Viridans streptococci,
275,CONCEPT,u,Wautersia,
397,CONCEPT,u,Weeksella,
661,CONCEPT,u,Weeksella virosa,
1253,CONCEPT,u,Weissella,
1464,CONCEPT,u,Weissella confusa,
3159,CONCEPT,u,Weizmannia coagulans,
1143,CONCEPT,u,West Nile virus,
2645,CONCEPT,u,Western equine encephalitis virus,
3386,CONCEPT,u,Wickerhamomyces anomalus,
3056,CONCEPT,u,Winkia neuii,
1497,CONCEPT,u,Wolinella,
1804,CONCEPT,u,Wolinella succinogenes,
1508,CONCEPT,u,Xanthomonas,
2385,CONCEPT,u,Xanthomonas maltophilia,
3401,CONCEPT,u,Xenoacremonium recifei,
1257,CONCEPT,u,Xenorhabdus,
944,CONCEPT,u,Xenorhabdus nematophila,
3377,CONCEPT,u,Yarrowia lipolytica,
1757,CONCEPT,u,Yellow fever virus,
431,CONCEPT,u,Yersinia,
2098,CONCEPT,u,Yersinia aldovae,
1121,CONCEPT,u,Yersinia aleksiciae,
1122,CONCEPT,u,Yersinia bercovieri,
2774,CONCEPT,u,Yersinia canariae,
1303,CONCEPT,u,Yersinia enterocolitica,
611,CONCEPT,u,Yersinia frederiksenii,
440,CONCEPT,u,Yersinia intermedia,
1782,CONCEPT,u,Yersinia kristensenii,
254,CONCEPT,u,Yersinia mollaretii,
554,CONCEPT,u,Yersinia pestis,
1255,CONCEPT,u,Yersinia pseudotuberculosis,
2115,CONCEPT,u,Yersinia rohdei,
1218,CONCEPT,u,Yersinia ruckeri,
564,CONCEPT,u,Yokenella,
2227,CONCEPT,u,Yokenella regensburgei,
3393,CONCEPT,u,Zasmidium cerophilum,
1140,CONCEPT,u,Zika virus,
